,name_of_stock,cipd(dependent),ciptd,cipsd,cipm,dcpd(dependent),dcptd,dcpsd,dcpm,rllsd,rlltd,sfr,sft
37,ACCO,-1,3,5,9,-0.11999988555908203,0.37000036239624023,0.440000057220459,-0.22999858856201172,0,0,-33.47091245341089,-8.049239030842987
38,ACEL,-1,-1,1,3,-0.07999992370605469,0.15999984741210938,0.4400005340576172,0.8899965286254883,0,0,-33.47091245341089,-8.049239030842987
39,ACER,-1,1,4,-3,-0.12000000476837158,0.029999971389770508,0.25000011920928955,-0.5799998044967651,0,0,-33.47091245341089,-8.049239030842987
40,ACET,-1,1,3,7,-0.18000030517578125,0.12999725341796875,-0.17000198364257812,5.529999732971191,0,0,-33.47091245341089,-8.049239030842987
41,ACGL,-1,1,1,-2,-0.3300018310546875,0.5599937438964844,-0.2900047302246094,-1.0400009155273438,0,0,-33.47091245341089,-8.049239030842987
42,ACGLO,1,3,3,-3,0.30500030517578125,0.5350017547607422,0.4290008544921875,-0.3009986877441406,0,0,-33.47091245341089,-8.049239030842987
43,ACGLP,0,0,1,6,0.0,0.0,0.020000457763671875,0.10889625549316406,0,0,-33.47091245341089,-8.049239030842987
44,ACH,1,1,3,7,0.010000228881835938,0.17000102996826172,0.4200019836425781,-0.1499958038330078,0,0,-33.47091245341089,-8.049239030842987
45,ACHC,-1,-1,1,4,-0.20000457763671875,0.1100006103515625,2.5900115966796875,9.990028381347656,0,0,-33.47091245341089,-8.049239030842987
46,ACHV,-1,1,5,-2,-0.26000022888183594,0.11999988555908203,0.5799999237060547,-1.0199990272521973,0,0,-33.47091245341089,-8.049239030842987
47,ACI,1,-1,-1,-3,0.14999961853027344,-0.3699989318847656,-0.5099983215332031,-2.760000228881836,0,0,-33.47091245341089,-8.049239030842987
48,ACIU,-1,1,-1,0,-0.029999971389770508,0.04999995231628418,-0.07000017166137695,1.002000093460083,0,0,-33.47091245341089,-8.049239030842987
49,ACIW,-1,1,-1,-4,-0.07999992370605469,0.5000019073486328,-0.2599983215332031,-0.37000083923339844,0,0,-33.47091245341089,-8.049239030842987
50,ACLS,-1,3,5,6,-2.7299957275390625,8.29000473022461,10.450004577636719,6.550010681152344,0,0,-33.47091245341089,-8.049239030842987
51,ACM,-1,3,5,0,-0.720001220703125,4.660011291503906,4.910011291503906,2.5000228881835938,0,0,-33.47091245341089,-8.049239030842987
52,ACMR,-1,1,3,7,-0.8599996566772461,0.08999824523925781,0.8399982452392578,2.5949974060058594,0,0,-33.47091245341089,-8.049239030842987
53,ACN,1,3,3,4,0.510009765625,16.1400146484375,15.339996337890625,28.170013427734375,0,0,-33.47091245341089,-8.049239030842987
54,ACOR,-1,0,2,-5,-0.02000001072883606,-0.019999980926513672,0.009999990463256836,0.03999999165534973,0,0,-33.47091245341089,-8.049239030842987
55,ACRE,-1,3,2,-3,-0.1100006103515625,0.5099992752075195,0.48999881744384766,-0.6500005722045898,0,0,-33.47091245341089,-8.049239030842987
56,ACRS,-1,-1,-3,-2,-0.880000114440918,0.5899991989135742,0.7199983596801758,2.149996757507324,0,0,-33.47091245341089,-8.049239030842987
57,ACRX,-1,-1,-4,-7,-0.019999995827674866,-0.019999995827674866,-0.06000000238418579,-0.09000000357627869,0,0,-33.47091245341089,-8.049239030842987
58,ACTG,0,-1,-3,5,0.0,-0.009999752044677734,-0.23000001907348633,0.940000057220459,0,0,-33.47091245341089,-8.176444772549734
59,ACU,1,-1,-1,4,1.6299991607666016,0.8799991607666016,0.8299999237060547,1.1699962615966797,0,0,-33.47091245341089,-8.176444772549734
60,ADAP,-1,3,3,4,-0.09999990463256836,0.1799999475479126,0.19999992847442627,0.5099998712539673,0,0,-33.47091245341089,-8.154784915679148
61,ADBE,-1,3,5,10,-8.1300048828125,19.02996826171875,20.369964599609375,33.110015869140625,0,0,-34.4709124534109,-8.154784915679148
62,ADC,1,-1,-1,0,0.1300048828125,0.40999603271484375,2.5999984741210938,7.379997253417969,0,0,-34.4709124534109,-8.154784915679148
63,ADCT,-1,-1,-3,0,-0.23999977111816406,-0.32000017166137695,-1.5600004196166992,0.9100008010864258,0,0,-34.4709124534109,-8.154784915679148
64,ADES,-1,3,3,3,-0.059999942779541016,0.15000009536743164,0.1699995994567871,-0.13000011444091797,0,0,-34.4709124534109,-8.154784915679148
65,ADI,-1,3,5,4,-2.3899993896484375,8.800003051757812,17.600006103515625,7.540008544921875,0,2,-34.4709124534109,-8.154784915679148
66,ADIL,-1,-3,-3,-8,-0.06999999284744263,-0.5799999237060547,-0.559999942779541,-0.7899998426437378,0,0,-34.4709124534109,-8.154784915679148
67,ADM,-1,3,3,-6,-0.160003662109375,2.2099990844726562,2.4599990844726562,-11.260017395019531,0,0,-34.4709124534109,-8.154784915679148
68,ADMA,-1,1,2,8,-0.07999992370605469,0.11999988555908203,0.009999752044677734,0.5,2,2,-34.4709124534109,-8.154784915679148
69,ADMP,-1,-1,-2,6,-0.019999980926513672,-0.06000000238418579,-0.08000001311302185,0.17999988794326782,0,0,-34.4709124534109,-8.154784915679148
70,ADNT,-1,3,3,2,-0.7000007629394531,1.6000022888183594,0.8700046539306641,-2.299997329711914,0,1,-34.4709124534109,-8.154784915679148
71,ADP,1,1,3,2,1.2299957275390625,4.639984130859375,7.04998779296875,8.43415433323733,0,0,-34.4709124534109,-8.154784915679148
72,ADPT,-1,1,1,7,-1.080000877380371,0.25,-0.29000091552734375,3.8849997520446777,0,0,-34.4709124534109,-8.154784915679148
73,ADSK,-1,3,5,-2,-3.2400054931640625,16.8800048828125,21.760025024414062,-1.27996826171875,0,0,-34.4709124534109,-8.154784915679148
74,ADT,-1,3,4,0,-0.14999961853027344,0.3400001525878906,0.5,0.0647030528582393,0,0,-34.4709124534109,-8.154784915679148
75,ADTN,1,3,5,3,0.06999969482421875,2.6800003051757812,4.219999313354492,5.69000244140625,0,0,-34.4709124534109,-8.154784915679148
76,ADUS,-1,1,3,10,-1.3300018310546875,5.0200042724609375,8.880012512207031,20.290008544921875,0,2,-34.4709124534109,-8.154784915679148
77,ADV,-1,1,1,-3,-0.1700000762939453,0.2999997138977051,0.4499990940093994,0.4999973773956299,0,0,-34.4709124534109,-8.154784915679148
78,ADVM,-1,2,2,12,-0.12999999523162842,0.08000004291534424,-0.020000100135803223,0.8460000157356262,0,2,-34.4709124534109,-8.154784915679148
79,ADXN,1,-1,-3,-13,0.24000000953674316,0.2019999623298645,0.05099993944168091,-1.014000117778778,0,0,-34.4709124534109,-8.154784915679148
80,ADXS,-1,-3,-3,7,-0.20000028610229492,-0.20499968528747559,-0.37999987602233887,1.5310008525848389,0,0,-34.4709124534109,-8.154784915679148
81,AE,-1,2,4,-1,-0.18999862670898438,0.720001220703125,1.6500015258789062,-3.250011444091797,0,0,-34.4709124534109,-8.154784915679148
82,AEE,1,-1,-1,0,0.6699981689453125,-0.2400054931640625,0.34999847412109375,-2.4800186157226562,0,0,-34.4709124534109,-8.154784915679148
83,AEG,-1,1,3,1,-0.010000228881835938,0.020000457763671875,0.050000905990600586,-0.14999890327453613,0,0,-34.4709124534109,-8.154784915679148
84,AEHR,-1,3,6,3,-0.6899995803833008,3.070000648498535,4.029999732971191,3.1999988555908203,0,0,-34.4709124534109,-8.154784915679148
85,AEIS,-1,3,5,6,-2.4599990844726562,8.419990539550781,10.709983825683594,7.139961242675781,0,0,-34.4709124534109,-8.154784915679148
86,AEL,-1,3,3,2,-0.26999664306640625,1.6400032043457031,0.910003662109375,-1.660003662109375,0,1,-34.4709124534109,-8.154784915679148
87,AEM,-1,1,1,-8,-1.69000244140625,-1.529998779296875,-1.4999923706054688,-6.699981689453125,1,1,-34.4709124534109,-8.154784915679148
88,AEMD,-1,-1,3,0,-0.020000100135803223,0.029999971389770508,0.1399998664855957,0.03999972343444824,0,0,-34.4709124534109,-8.154784915679148
89,AEO,1,3,3,3,0.029999732971191406,0.5699987411499023,0.6199989318847656,0.6375951161504894,0,2,-34.4709124534109,-8.154784915679148
90,AEP,1,-1,1,2,0.80999755859375,-1.5200042724609375,-0.09999847412109375,-6.4799957275390625,1,1,-34.4709124534109,-8.154784915679148
91,AER,-1,3,5,3,-1.1899986267089844,3.0500030517578125,4.110004425048828,-0.6400146484375,0,1,-34.4709124534109,-8.154784915679148
92,AERI,-1,-1,-1,5,-0.2800002098083496,-0.25999975204467773,-0.18000030517578125,3.1399993896484375,0,0,-34.4709124534109,-8.154784915679148
93,AES,-1,-1,0,2,-0.3100013732910156,-0.5100002288818359,-0.5899982452392578,-0.05999565124511719,1,1,-34.4709124534109,-8.154784915679148
94,AESE,1,3,5,7,0.03000009059906006,0.07499992847442627,0.11599981784820557,0.3799997568130493,0,0,-34.4709124534109,-8.154784915679148
95,AEYE,-1,-1,-3,2,-0.5699996948242188,0.07000064849853516,0.030001163482666016,1.6100006103515625,0,0,-34.4709124534109,-8.154784915679148
96,AEZS,1,-2,-1,-5,0.5399999618530273,-0.1699998527765274,-0.14999984204769135,-0.14999982714653015,0,0,-34.4709124534109,-8.154784915679148
97,AFG,-1,1,-3,-6,-2.239990234375,2.3300018310546875,-3.268886317210587,-3.74695250724875,0,0,-34.4709124534109,-8.154784915679148
98,AFIB,0,3,4,7,0.0,0.41999995708465576,0.5629998445510864,0.9029998779296875,0,0,-34.4709124534109,-8.154784915679148
99,AFL,1,3,3,-2,0.05999755859375,0.4500007629394531,-0.3699989318847656,-1.8899917602539062,0,2,-34.4709124534109,-8.154784915679148
100,AFMD,-1,3,1,5,-0.12999987602233887,0.22999978065490723,0.08999967575073242,0.40999937057495117,0,0,-34.4709124534109,-8.154784915679148
101,AFRM,-1,3,7,8,-2.635000228881836,5.496002197265625,7.41600227355957,11.146007537841797,0,0,-34.4709124534109,-8.154784915679148
102,AFT,0,3,5,14,0.0,0.3092839059290977,0.36885346629703974,0.6684108846709975,0,0,-34.4709124534109,-8.154784915679148
103,AFYA,-1,1,3,2,-0.3900003433227539,0.3899993896484375,0.9400005340576172,-0.8099994659423828,0,0,-34.4709124534109,-8.154784915679148
104,AG,-1,-1,-1,-6,-0.15000009536743164,-0.4099998474121094,0.11999988555908203,-0.46000051498413086,2,2,-34.4709124534109,-8.154784915679148
105,AGCO,-1,1,1,-10,-1.589996337890625,5.399993896484375,4.089996337890625,-23.08000946044922,0,3,-34.4709124534109,-8.154784915679148
106,AGEN,-1,3,3,6,-0.18999981880187988,0.12999987602233887,0.19000005722045898,1.220000147819519,0,0,-34.4709124534109,-8.154784915679148
107,AGFS,-1,1,-2,-5,-0.039999961853027344,0.029999971389770508,-0.18000006675720215,-0.4939999580383301,2,2,-34.4709124534109,-8.154784915679148
108,AGFY,-1,0,-2,-12,-0.1499999761581421,0.11000001430511475,-0.13999998569488525,-0.9199998378753662,0,0,-34.4709124534109,-8.154784915679148
109,AGI,-1,1,3,0,-0.15999984741210938,-0.05000019073486328,0.26000022888183594,-0.1492325225611948,0,0,-34.4709124534109,-8.154784915679148
110,AGIO,-1,-1,-3,0,-1.4799995422363281,0.3899993896484375,-2.720003128051758,5.019998550415039,0,0,-34.4709124534109,-8.154784915679148
111,AGLE,-1,-1,-5,-12,-0.034000009298324585,0.0009999871253967285,-0.01900002360343933,-0.2349998652935028,0,0,-34.4709124534109,-8.154784915679148
112,AGM,-1,3,1,1,-0.529998779296875,4.939994812011719,4.8199920654296875,2.8853898405934046,0,0,-34.4709124534109,-8.154784915679148
113,AGNC,-1,3,3,2,-0.1100006103515625,0.5699996948242188,0.8799991607666016,0.8266284009166345,0,0,-34.4709124534109,-8.154784915679148
114,AGO,1,1,1,-4,0.40000152587890625,1.1399955749511719,0.3899955749511719,-3.3599891662597656,0,0,-34.4709124534109,-8.154784915679148
115,AGR,1,1,1,3,0.06999969482421875,-0.11999893188476562,-0.0099945068359375,0.410003662109375,0,0,-34.4709124534109,-8.154784915679148
116,AGRO,-1,1,3,-11,-0.039999961853027344,0.19999980926513672,0.17000055313110352,-2.2500009536743164,0,0,-34.4709124534109,-8.154784915679148
117,AGRX,-1,3,3,0,-0.05900001525878906,0.06800001859664917,0.0029999613761901855,-0.5619997978210449,0,2,-34.4709124534109,-8.154784915679148
118,AGS,-1,3,1,0,-0.18999958038330078,0.1399998664855957,-0.16000032424926758,-0.7699999809265137,2,4,-34.4709124534109,-8.154784915679148
119,AGTC,-1,-1,-5,-2,-0.0020000040531158447,-0.008000016212463379,-0.10600006580352783,-0.34500008821487427,0,0,-34.4709124534109,-8.154784915679148
120,AGX,1,3,1,-2,0.030002593994140625,2.0047957689461597,1.0613849002422953,-4.162118611114579,0,0,-34.4709124534109,-8.154784915679148
121,AGYS,-1,3,5,4,-1.4300003051757812,3.6599998474121094,4.220005035400391,12.690013885498047,0,0,-34.4709124534109,-8.154784915679148
122,AHCO,-1,1,3,6,-0.5100002288818359,1.0700016021728516,1.7380046844482422,4.088006973266602,0,2,-34.4709124534109,-8.154784915679148
123,AHH,-1,3,3,2,-0.06000041961669922,0.3099994659423828,0.40000057220458984,0.05687566318388804,0,2,-34.4709124534109,-8.154784915679148
124,AHT,-1,1,3,4,-0.7899999618530273,0.4400005340576172,1.0400009155273438,2.0900020599365234,0,0,-34.4709124534109,-8.154784915679148
125,AI,-1,3,3,7,-2.8999996185302734,1.9399967193603516,1.8399982452392578,3.1399965286254883,0,0,-34.4709124534109,-8.154784915679148
126,AIF,-1,2,2,0,-0.09000015258789062,0.2290705805958737,0.29853027473398086,0.2804929140037693,0,0,-34.4709124534109,-8.154784915679148
127,AIG,-1,3,3,-1,-0.4099998474121094,1.4800033569335938,1.0200004577636719,-3.4802790060225064,0,0,-34.4709124534109,-8.154784915679148
128,AIH,-1,3,5,10,-0.005000114440917969,0.2919999361038208,0.2070000171661377,0.7519999742507935,0,0,-34.4709124534109,-8.154784915679148
129,AIKI,-1,1,3,14,-0.3299999237060547,0.1099996566772461,0.4399995803833008,2.4699997901916504,0,0,-34.4709124534109,-8.154784915679148
130,AIM,-1,1,-1,-5,-0.04000002145767212,0.010000050067901611,-0.049999892711639404,-0.28999996185302734,0,0,-34.4709124534109,-8.154784915679148
131,AIMC,-1,3,4,1,-0.1399993896484375,2.3899993896484375,2.3799972534179688,-2.1248553688642744,0,0,-34.4709124534109,-8.154784915679148
132,AIN,-1,3,3,0,-0.7900009155273438,3.7399978637695312,3.529998779296875,0.23998260498046875,0,0,-34.4709124534109,-8.154784915679148
133,AINC,1,-1,-1,-2,0.4499998092651367,0.10000038146972656,-0.27899932861328125,-3.3260021209716797,0,0,-34.4709124534109,-8.154784915679148
134,AINV,-1,3,3,0,-0.010000228881835938,0.1700000762939453,0.19999980926513672,-0.14208300400151508,0,0,-34.4709124534109,-8.154784915679148
135,AIR,-1,3,3,-6,-2.1800003051757812,5.3600006103515625,5.7899932861328125,-2.0599899291992188,2,2,-34.4709124534109,-8.154784915679148
136,AIRC,1,1,1,5,0.3699989318847656,0.44000244140625,0.850006103515625,1.21002197265625,0,4,-34.4709124534109,-8.154784915679148
137,AIRG,-1,0,-2,-7,-0.6000003814697266,0.2999992370605469,0.1099996566772461,-2.364999771118164,0,0,-34.4709124534109,-8.154784915679148
138,AIRI,-1,0,-3,-12,-0.010000050067901611,-0.009999990463256836,-0.06999993324279785,-0.4099999666213989,0,0,-34.4709124534109,-8.154784915679148
139,AIT,-1,3,1,-10,-0.2700042724609375,4.569999694824219,2.5100021362304688,-7.5399932861328125,0,0,-34.4709124534109,-8.154784915679148
140,AIV,1,3,5,5,0.059999942779541016,0.34999990463256836,0.5499997138977051,1.510000228881836,0,0,-34.4709124534109,-8.154784915679148
141,AIZ,1,3,1,-4,0.0800018310546875,4.6199951171875,-1.97998046875,-8.70001220703125,0,0,-34.4709124534109,-8.154784915679148
