,name_of_stock,cipd(dependent),ciptd,cipsd,cipm,dcpd(dependent),dcptd,dcpsd,dcpm,rllsd,rlltd,sfr,sft
142,AJG,-1,1,3,2,-2.0500030517578125,5.3200225830078125,4.310028076171875,12.120025634765625,0,4,-34.4709124534109,-8.154784915679148
143,AJRD,1,-1,1,0,0.26000213623046875,0.20000076293945312,0.8800010681152344,-0.17999267578125,0,0,-34.4709124534109,-8.154784915679148
144,AJX,-1,3,3,2,-0.039999961853027344,0.5299997329711914,0.5000009536743164,-1.1399974822998047,2,2,-34.4709124534109,-8.154784915679148
145,AKAM,1,1,1,-2,1.0499954223632812,4.489997863769531,3.8900222778320312,-5.409980773925781,0,0,-34.4709124534109,-8.154784915679148
146,AKBA,-1,1,1,1,-0.02499997615814209,0.029000014066696167,0.041000038385391235,-0.10499992966651917,0,0,-34.4709124534109,-8.154784915679148
147,AKR,-1,3,5,2,-0.28999900817871094,0.37000083923339844,0.5400009155273438,-0.8488009227791036,0,1,-34.4709124534109,-8.154784915679148
148,AKRO,-1,1,-1,-4,-0.34999942779541016,-0.020000457763671875,-0.06000041961669922,2.4300003051757812,0,0,-34.4709124534109,-8.154784915679148
149,AKTS,-1,3,3,2,-0.18000030517578125,0.570000171661377,0.7599999904632568,0.4499990940093994,0,0,-34.4709124534109,-8.154784915679148
150,AKTX,1,-1,-1,-1,0.08000004291534424,-0.010999977588653564,-0.031999945640563965,-0.24600005149841309,0,0,-34.4709124534109,-8.154784915679148
151,AKUS,-1,3,1,2,-0.42999982833862305,0.3899998664855957,0.21000003814697266,0.7599987983703613,0,0,-34.4709124534109,-8.154784915679148
152,AL,-1,3,5,4,-0.6699981689453125,1.5400009155273438,2.5500011444091797,1.42999267578125,0,1,-34.4709124534109,-8.154784915679148
153,ALB,-1,3,5,-6,-6.5399932861328125,15.490005493164062,21.860000610351562,-9.415044779426069,0,-1,-34.4709124534109,-8.154784915679148
154,ALBO,-1,3,1,6,-1.4400005340576172,2.539999008178711,1.2099990844726562,6.899999618530273,0,0,-34.4709124534109,-8.154784915679148
155,ALC,-1,3,5,14,-0.3800048828125,2.4599990844726562,2.6500015258789062,6.3799896240234375,0,0,-34.4709124534109,-8.154784915679148
156,ALCO,-1,-1,-3,-10,-0.7600021362304688,0.06999969482421875,-0.4500007629394531,-7.485879941497323,0,0,-34.4709124534109,-8.154784915679148
157,ALDX,1,1,1,8,0.12999963760375977,0.21000051498413086,-0.18999958038330078,1.359999656677246,0,0,-34.4709124534109,-8.154784915679148
158,ALE,-1,1,3,4,-0.020000457763671875,-0.06999969482421875,0.17999649047851562,-4.050010681152344,0,0,-34.4709124534109,-8.154784915679148
159,ALEC,-1,1,-1,2,-0.6000003814697266,0.4999990463256836,-0.40000057220458984,2.519998073577881,0,4,-34.4709124534109,-8.154784915679148
160,ALEX,-1,1,1,-1,-0.060001373291015625,0.5400009155273438,0.3800010681152344,-0.9732340199902474,0,0,-34.4709124534109,-8.154784915679148
161,ALG,1,3,5,6,0.75,6.0600128173828125,6.51682253812794,4.6597880495752975,0,0,-34.4709124534109,-8.154784915679148
162,ALGM,-1,3,5,2,-0.43000030517578125,1.7099952697753906,2.1899967193603516,-0.760009765625,1,2,-34.4709124534109,-8.154784915679148
163,ALGN,-1,3,5,0,-12.82000732421875,25.720001220703125,34.1300048828125,29.13995361328125,2,4,-34.4709124534109,-8.154784915679148
164,ALGS,-1,1,1,0,-0.09000003337860107,-0.04999995231628418,0.10000014305114746,-0.059999704360961914,0,0,-34.4709124534109,-8.154784915679148
165,ALGT,-1,1,3,-2,-3.6800003051757812,2.6800003051757812,2.399993896484375,-13.510009765625,0,2,-34.4709124534109,-8.154784915679148
166,ALIM,1,1,1,2,0.1700000762939453,0.19000005722045898,0.2259998321533203,0.7859988212585449,0,0,-34.4709124534109,-8.154784915679148
167,ALJJ,-1,0,-3,-7,-0.029999971389770508,-0.009999990463256836,-0.15999984741210938,-0.2800004482269287,0,0,-34.4709124534109,-8.154784915679148
168,ALK,-1,1,1,-3,-0.7599983215332031,0.910003662109375,1.1100044250488281,-1.410003662109375,1,2,-34.4709124534109,-8.154784915679148
169,ALKS,-1,-1,-3,-2,-0.3099994659423828,-0.6100006103515625,-1.6200027465820312,0.9599933624267578,0,0,-34.4709124534109,-8.154784915679148
170,ALL,1,-1,-5,-12,0.07999420166015625,-1.4800033569335938,-7.900001525878906,-6.390022277832031,2,2,-34.4709124534109,-8.154784915679148
171,ALLE,-1,3,3,-2,-0.5999984741210938,6.029998779296875,6.4799957275390625,-0.6118212706393962,2,4,-34.4709124534109,-8.154784915679148
172,ALLK,-1,3,1,2,-0.43000006675720215,0.9400002956390381,0.630000114440918,1.359999656677246,0,0,-34.4709124534109,-8.154784915679148
173,ALLO,-1,3,1,10,-1.119999885559082,1.859999656677246,1.6199989318847656,5.799999237060547,0,2,-34.4709124534109,-8.154784915679148
174,ALLT,-1,3,2,0,-0.5199999809265137,0.6999998092651367,0.6499996185302734,0.5499987602233887,0,0,-34.4709124534109,-8.154784915679148
175,ALLY,-1,3,5,2,-0.6899986267089844,1.6100006103515625,2.279998779296875,-1.7899913787841797,4,5,-34.4709124534109,-8.154784915679148
176,ALNA,-1,-1,-4,-9,-0.017000004649162292,-0.015000015497207642,-0.07100002467632294,-0.17200004309415817,0,0,-34.4709124534109,-8.154784915679148
177,ALNY,-1,1,-1,10,-5.29998779296875,3.269989013671875,2.3699798583984375,32.829978942871094,0,0,-34.4709124534109,-8.154784915679148
178,ALOT,-1,-1,3,9,-0.7199993133544922,-0.2800006866455078,1.3499994277954102,3.4399967193603516,0,0,-34.4709124534109,-8.154784915679148
179,ALPN,-1,1,1,2,-0.4200000762939453,0.13000011444091797,0.2200002670288086,0.5300045013427734,0,0,-34.4709124534109,-8.154784915679148
180,ALRM,-1,3,3,6,-0.9500045776367188,4.579994201660156,4.5399932861328125,9.999984741210938,0,0,-34.4709124534109,-8.154784915679148
181,ALRN,-1,-2,-6,-16,-0.024000003933906555,-0.03299999237060547,-0.0820000022649765,-0.3179999738931656,0,2,-34.4709124534109,-8.154784915679148
182,ALRS,-1,-1,-3,-8,-0.3099994659423828,0.09000015258789062,-0.19000244140625,-1.928436511122456,0,0,-34.4709124534109,-8.154784915679148
183,ALSN,-1,3,1,-4,-0.6100006103515625,2.2399978637695312,2.1299972534179688,-0.009998321533203125,0,0,-34.4709124534109,-8.154784915679148
184,ALT,1,3,5,12,0.07999992370605469,2.1499996185302734,1.7799997329711914,9.88499927520752,0,0,-34.4709124534109,-8.154784915679148
185,ALTG,-1,1,3,-2,-0.25,0.9899997711181641,1.630000114440918,0.04000377655029297,0,0,-34.4709124534109,-8.154784915679148
186,ALTR,1,3,5,10,0.20999908447265625,3.0600051879882812,5.480007171630859,6.620002746582031,2,0,-34.4709124534109,-8.154784915679148
187,ALV,-1,3,3,5,-2.2999954223632812,3.9000015258789062,3.3799896240234375,4.579986572265625,6,6,-34.4709124534109,-8.154784915679148
188,ALVR,-1,3,3,3,-0.3899998664855957,0.42999982833862305,0.6299996376037598,1.6499993801116943,0,0,-34.4709124534109,-8.154784915679148
189,ALX,-1,-1,-1,-2,-1.350006103515625,-2.69000244140625,1.3699951171875,-9.959991455078125,0,0,-34.4709124534109,-8.154784915679148
190,ALXO,-1,3,1,11,-0.4400005340576172,1.2399988174438477,1.4899978637695312,5.094998836517334,0,0,-34.4709124534109,-8.154784915679148
191,AM,-1,3,5,-1,-0.15000057220458984,0.4199991226196289,0.9900007247924805,-0.6199970245361328,0,0,-34.4709124534109,-8.154784915679148
192,AMAL,-1,-1,-1,4,-0.009998321533203125,0.4500007629394531,0.5100021362304688,-0.1399974822998047,0,0,-34.4709124534109,-8.154784915679148
193,AMAT,-1,3,5,0,-2.0400009155273438,8.490005493164062,13.720001220703125,-0.14998626708984375,2,5,-34.4709124534109,-8.154784915679148
194,AMBA,-1,3,5,4,-1.7099990844726562,9.790000915527344,11.210002899169922,2.3499984741210938,0,-1,-34.4709124534109,-8.154784915679148
195,AMBC,-1,-1,1,4,-0.38000011444091797,0.1099996566772461,0.23000049591064453,1.3100032806396484,0,0,-34.4709124534109,-8.154784915679148
196,AMBO,1,-2,-3,-7,0.025000005960464478,-0.050999999046325684,-0.03600001335144043,-0.34099993109703064,0,0,-34.4709124534109,-8.154784915679148
197,AMC,-1,-1,3,8,-1.2000007629394531,-0.9499988555908203,0.29000186920166016,5.7100019454956055,0,-2,-34.4709124534109,-8.154784915679148
198,AMCR,-1,1,1,2,-0.07999992370605469,0.25,0.3100004196166992,0.36999988555908203,2,2,-34.4709124534109,-8.154784915679148
199,AMCX,-1,3,5,0,-0.22999954223632812,2.620004653930664,3.0400047302246094,-0.9699993133544922,0,0,-34.4709124534109,-8.154784915679148
200,AMD,-1,3,5,-6,-2.0999984741210938,8.649993896484375,12.569984436035156,-10.200027465820312,1,4,-34.4709124534109,-8.154784915679148
